label,text
ham,Aight ill get on fb in a couple minutes
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,It only does simple arithmetic not percentages.
ham,Am surfing online store. For offers do you want to buy any thing.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,K..i deleted my contact that why?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,Host-based IDPS for linux systems.
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Are you plans with your family set in stone ?
ham,Wish i were with you now!
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,"I dont knw pa, i just drink milk.."
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,U buy newspapers already?
ham,"Yo, any way we could pick something up tonight?"
ham,But i juz remembered i gotta bathe my dog today..
ham,K k pa Had your lunch aha.
ham,Hey are you angry with me. Reply me dr.
ham,No messages on her phone. I'm holding it now
ham,As usual u can call me ard 10 smth.
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,"K, wat s tht incident?"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Good Morning plz call me sir
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,I wont. So wat's wit the guys
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,Sindu got job in birla soft ..
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Yes i thought so. Thanks.
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,No that just means you have a fat head
ham,I havent lei.. Next mon can?
ham,"Lets use it next week, princess :)"
ham,Oh...i asked for fun. Haha...take care. ü
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,Ok. Very good. Its all about making that money.
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
ham,K I'll call you when I'm close
ham,"Aight no rush, I'll ask jay"
ham,I donno its in your genes or something
ham,Pandy joined 4w technologies today.he got job..
ham,Haha... Hope ü can hear the receipt sound... Gd luck!
ham,So that takes away some money worries
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,Can ü all decide faster cos my sis going home liao..
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Then i buy.
ham,Dear i am not denying your words please
ham,Dun need to use dial up juz open da browser n surf...
ham,I just saw ron burgundy captaining a party boat so yeah
ham,"I call you later, don't have network. If urgnt, sms me."
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,Give me a sec to think think about it
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,Well done and ! luv ya all 
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,Just do what ever is easier for you
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,You best watch what you say cause I get drunk as a motherfucker
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Ya! when are ü taking ure practical lessons? I start in june..  
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Oh just getting even with u.... u?
ham,Am in gobi arts college
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Oh is it? Send me the address
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,I will see in half an hour
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,I think it's all still in my car
ham,Ü no home work to do meh... 
ham,It is only yesterday true true.
ham,How are you. Wish you a great semester
ham,I dont. Can you send it to me. Plus how's mode.
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,Cause I'm not freaky lol
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Yeah right! I'll bring my tape measure fri!
ham,I might go 2 sch. Yar at e salon now v boring.
ham,Good morning princess! How are you?
ham,Just sleeping..and surfing
ham,University of southern california.
ham,"Gosh that , what a pain. Spose I better come then."
ham,Have you seen who's back at Holby?!
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Orh i tot u say she now still dun believe.
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,Oh ic. I thought you meant mary jane.
ham,I'm gonna rip out my uterus.
ham,Lol where do u come up with these ideas?
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,I place all ur points on e cultures module already.
ham,He needs to stop going to bed and make with the fucking dealing
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,Cant think of anyone with * spare room off * top of my head
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Jus finished avatar nigro
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Loosu go to hospital. De dont let it careless.
ham,Would me smoking you out help us work through this difficult time
ham,So do you have samus shoulders yet
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,Mm i am on the way to railway
ham,jay says he'll put in  &lt;#&gt;
ham,Then what about further plan?
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,I'm e person who's doing e sms survey...
ham,Wat would u like 4 ur birthday?
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,Are you ok. What happen to behave like this
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,LMAO where's your fish memory when I need it?
ham,There are many company. Tell me the language.
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Shall i get my pouch?
ham,Ok pa. Nothing problem:-)
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,"I think we're going to finn's now, come"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Yeah I'll try to scrounge something up
ham,Where to get those?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,Love you aathi..love u lot..
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,"K I'll head out in a few mins, see you there"
ham,"K, can I pick up another 8th when you're done?"
ham,Did u download the fring app?
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,Both :) i shoot big loads so get ready!
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,K..k:)how much does it cost?
ham,Tired. I haven't slept well the past few nights.
ham,"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX."""
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,THIS IS A LONG FUCKIN SHOWR
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Dhoni have luck to win some big title.so we will win:)
ham,Welp apparently he retired
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,I'm vivek:)i got call from your number.
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,"How about clothes, jewelry, and trips?"
ham,We have all rounder:)so not required:)
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Argh why the fuck is nobody in town ;_;
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,Ok cool. See ya then.
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,"That's very rude, you on campus?"
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,LOL ... Have you made plans for new years?
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,K:)all the best:)congrats...
ham,Then she buying today? Ü no need to c meh...
ham,Dunno dat's wat he told me. Ok lor...
ham,Probably gonna swing by in a wee bit
ham,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."""
ham,You said not now. No problem. When you can. Let me know.
ham,Not getting anywhere with this damn job hunting over here!
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Wat time u finish ur lect today?
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"Babe, I'm back ... Come back to me ..."
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Dunno he jus say go lido. Same time 930.
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,"I've got ten bucks, jay is being noncomittal"
ham,K k :-):-) then watch some films.
ham,Hey are we going for the lo lesson or gym? 
ham,Are you the cutest girl in the world or what
spam,88800 and 89034 are premium phone services call 08718711108
ham,"I'll see, but prolly yeah"
ham,Ok can...
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,She's borderline but yeah whatever.
ham,Dont let studying stress you out. L8r.
ham,Yeah that's the impression I got
ham,Smith waste da.i wanna gayle.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,"Yeah, where's your class at?"
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
ham,Yup ok...
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,"Like  &lt;#&gt; , same question"
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Ü ready then call me...
ham,Ü give me some time to walk there.
ham,"How long has it been since you screamed, princess?"
ham,Me too! Have a lovely night xxx
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,"And how you will do that, princess? :)"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,All done? All handed in? Celebrations in full swing yet?
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,I'm ok. Will do my part tomorrow
ham,If You mean the website. Yes.
ham,Have you not finished work yet or something?
ham,Leave it de:-). Start Prepare for next:-)..
ham,I can ask around but there's not a lot in terms of mids up here
ham,Okey dokey swashbuckling stuff what oh.
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,So what u doing today?
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Total video converter free download type this in google search:)
ham,I liked the new mobile
ham,I was slept that time.you there?
ham,Were trying to find a Chinese food place around here
ham,Waaaat?? Lololo ok next time then!
ham,He is world famamus....
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Ok... Take ur time n enjoy ur dinner...
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Hi:)cts employee how are you?
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,I have lost 10 kilos as of today!
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,Nothing. Can...
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Do you hide anythiing or keeping distance from me
ham,I'm in class. Did you get my text.
ham,Dear where you will be when i reach there
ham,No screaming means shouting..
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Merry christmas to u too annie!
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,"Awesome, that gonna be soon or later tonight?"
ham,I know you are. Can you pls open the back?
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Send me yetty's number pls.
ham,Gd luck 4 ur exams :-)
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,when you and derek done with class?
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"Sorry, went to bed early, nightnight"
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,"Text me when you get off, don't call, my phones having problems"
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,In meeting da. I will call you
ham,Well I'm going to be an aunty!
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,Er mw im filled tuth is aight
ham,Same to u...
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,So u workin overtime nigpun?
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,S.i'm watching it in live..
ham,Yo sorry was in the shower sup
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,Please leave this topic..sorry for telling that..
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,You know what hook up means right?
ham,"Aight, you close by or still down around alex's place?"
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,If I get there before you after your ten billion calls and texts so help me god
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Nope... C ü then...
ham,Ha ha ha good joke. Girls are situation seekers.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Am okay. Will soon be over. All the best
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,What time you coming down later? 
ham,This pain couldn't have come at a worse time.
ham,Correct. So how was work today
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,Which is weird because I know I had it at one point
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,"Me, i dont know again oh"
ham,I dont want to hear anything
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Wat r u doing?
ham,"Aight, call me once you're close"
ham,Wow v v impressed. Have funs shopping!
ham,Check wid corect speling i.e. Sarcasm
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Does daddy have a bb now.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,No. But we'll do medical missions to nigeria
ham,Pls speak to that customer machan.
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Love it! I want to flood that pretty pussy with cum...
ham,"Just checked out, heading out to drop off my stuff now"
ham,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"""
ham,K.k:)advance happy pongal.
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,I'm home...
ham,K still are you loving me.
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,I wont get concentration dear you know you are my mind and everything :-)
